player_name,accuracy,course_x,dg_id,distance,gir,great_shots,poor_shots,position,prox_fw,prox_rgh,round,scrambling,sg_app,sg_arg,sg_bs,sg_ott,sg_putt,sg_t2g,sg_total,thru,total,course_name,event_name,last_updated,r1_teetime,course_y,wind_adj1,dew_adj1,pred,teetime_numeric,pos_6_10,sg_total_adj,player_wind_benefit,player_dew_benefit,residual,residual2,weather_signal,residual_w_adj,residual_adj,residual2_adj,ott_adj,putt_adj,tot_resid_adj,sg_adj_r1,total_adjustment,updated_pred,pin_high_adj
"hossler, beau",0.64,SF,15470,295.6,0.89,7.0,1.0,1,11.83,33.18,-9.0,1.0,4.27,1.58,5.04,0.77,0.97,6.62,7.59,18.0,-9.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:18:00,,1.3356244166666666,-0.0563671449999998,0.1169721015518696,1786004280000000000,0.0,7.438117491788749,-0.07347568047945208,-0.05668332482876721,7.191302564757429,51.714832577886774,-0.2541748440935133,7.445477408850942,0.3739477333673863,-0.0672292823512528,0.09625,-0.029099999999999997,0.3067184510161335,0.06715,0.3738684510161335,0.3392549643327091,-0.081585588235294
"theegala, sahith",0.57,SF,23014,292.1,0.89,8.0,2.0,2,23.81,27.06,-8.0,0.67,3.0,0.17,3.19,0.19,3.22,3.37,6.59,18.0,-8.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:54:00,,1.484191783333333,0.0350425549999995,0.2313412132554897,1786020840000000000,0.0,6.438117491788749,0.07509168618721418,0.034726375171232095,6.316910519720474,39.90335851415519,0.2831136820622825,6.033796837658191,0.3284793470254646,-0.05187436606840174,0.02375,-0.0966,0.2766049809570629,-0.07285,0.20375498095706288,0.3714920301258654,-0.0336041640866872
"james, ben",0.86,SF,29827,295.3,0.83,5.0,3.0,2,20.49,45.75,-8.0,0.67,1.61,0.08,3.26,1.66,3.24,3.35,6.59,18.0,-8.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:49:00,,1.5250520333333333,0.0803233249999999,0.2693798133903525,1786024140000000000,0.0,6.438117491788749,0.11595193618721455,0.08000714517123249,6.365012939585612,40.513389721092274,0.10782463186682358,6.257188307718788,0.33098067285845184,-0.05266740663741996,0.2075,-0.09720000000000001,0.27831326622103186,0.11029999999999998,0.38861326622103187,0.6332310207878551,-0.0247620588235293
"cole, eric",0.79,SF,21756,285.3,0.94,6.0,3.0,4,13.72,56.83,-7.0,0.67,3.97,0.15,4.69,0.72,0.76,4.83,5.59,18.0,-7.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:38:00,,1.5172323777777774,0.0723217599999994,0.1458387804405213,1786023480000000000,0.0,5.438117491788749,0.1081322806316587,0.07200558017123199,5.472732751979886,29.950803774593336,0.15887545506715964,5.313857296912726,0.28458210310295406,-0.038936044906971334,0.09,-0.0228,0.24564605819598273,0.0672,0.3128460581959827,0.31892277981297457,-0.1297620588235294
"schmid, matthias",0.86,SF,20722,297.0,0.83,5.0,1.0,5,22.94,42.06,-6.0,0.5,2.25,-0.29,3.82,1.57,1.06,3.53,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 06:50:00,,1.2663176388888893,-0.0446448050000001,-0.1509658023840882,1785999000000000000,0.0,4.438117491788749,-0.14278245825722946,-0.04496098482876751,4.401656030915608,19.374575814495742,0.30909682323782917,4.092559207677779,0.2288861136076116,-0.025186948558844464,0.19625,-0.0318,0.20369916504876714,0.16445,0.36814916504876716,0.20342130384114965,-0.0037620588235293
"mccarthy, denny",0.71,SF,19870,283.2,0.89,4.0,0.0,5,21.56,70.91,-6.0,1.0,2.5,0.66,3.26,0.76,0.67,3.92,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:12:00,,1.2852974666666663,-0.0476865249999995,0.5984315920949392,1786000320000000000,0.0,4.438117491788749,-0.12380263047945239,-0.04800270482876691,3.6681967442143586,13.45566735426482,0.0850689601336087,3.58312778408075,0.17754072241997496,-0.0026911334708529643,0.0,0.0,0.174849588949122,0.0,0.174849588949122,0.7149968439759007,-0.0582843370681605
"thompson, davis",0.64,SF,27364,286.3,0.94,3.0,3.0,5,21.76,37.12,-6.0,0.0,4.01,0.2,4.39,0.38,-0.01,4.6,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,0.8128900605190521,1786001640000000000,0.0,4.438117491788749,-0.10584421381278575,-0.05099497982876721,3.4687044174569115,12.031910335685092,-0.07919622202263421,3.5479006394795456,0.16788529380491451,-0.0024063820671370185,0.0,-0.0,0.16547891173777748,0.0,0.16547891173777748,0.9567513018553357,-0.0216176704014939
"springer, hayden",0.64,SF,21995,290.2,0.78,6.0,1.0,5,29.04,45.74,-6.0,0.8,0.19,-0.1,1.24,1.05,3.45,1.13,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:51:00,,1.355466583333333,-0.059968105,-0.5832234523295,1786006260000000000,0.0,4.438117491788749,-0.053633513812785694,-0.06028428482876741,4.907739325305464,24.085905285149728,-0.2763852070906804,5.184124532396144,0.3361801437834243,-0.11802093589723367,0.1155,-0.24150000000000005,0.21815920788619064,-0.12600000000000006,0.09215920788619059,-0.5438082745553542,-0.0427440301120447
"ghim, doug",0.79,SF,24550,298.0,0.78,8.0,5.0,5,20.21,50.21,-6.0,0.33,2.9,0.25,3.65,0.75,0.69,3.9,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:10:00,,1.4528964166666662,-0.0011921050000005,0.8524033445062872,1786018200000000000,0.0,4.438117491788749,0.04379631952054752,-0.0015082848287679119,3.628318361803009,13.164694134596871,0.2872870633838421,3.341031298419167,0.17561060871126563,-0.0026329388269193746,0.0,0.0,0.17297766988434626,0.0,0.17297766988434626,1.0037633439891396,-0.0216176704014939
"bauchou, zach",0.71,SF,19846,295.7,0.94,5.0,2.0,5,24.19,33.09,-6.0,0.33,1.26,-0.39,2.53,1.27,2.45,2.14,4.59,18.0,-6.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 14:00:00,,1.5326875000000029,0.0877809950000039,0.1282993381350594,1786024800000000000,0.0,4.438117491788749,0.12358740285388414,0.08746481517123648,4.5211865515075775,20.44112783353298,0.04844899960184905,4.472737551905729,0.23510170067839403,-0.026573466183592874,0.15875,-0.0735,0.20852823449480115,0.08525,0.29377823449480117,0.36631551380633126,-0.0457620588235293
"smith, jordan",0.86,SF,18586,295.8,0.94,7.0,3.0,11,30.7,8.12,-5.0,0.33,0.29,-0.17,1.6,1.3,2.16,1.43,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 06:50:00,,1.2663176388888893,-0.0446448050000001,0.6395922298991166,1785999000000000000,0.0,3.43811749178875,-0.14278245825722946,-0.04496098482876751,2.611097998632404,6.817832758462145,0.30909682323782917,2.3020011753945746,0.12637714313380835,-0.001363566551692429,0.0,0.0,0.12501357658211593,0.0,0.12501357658211593,0.720071469413072,-0.0445343370681605
"hoge, tom",0.71,SF,15575,280.3,0.67,4.0,3.0,11,27.39,54.84,-5.0,0.67,1.45,1.4,1.12,-0.33,1.07,2.52,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:01:00,,1.275903833333333,-0.0461622549999998,-0.1967788350291599,1785999660000000000,0.0,3.43811749178875,-0.1331962638127857,-0.04647843482876721,3.4555378080051242,11.940741542552859,0.18921042687031048,3.266327381134814,0.17968796601626646,-0.015522964005318716,-0.04125,-0.032100000000000004,0.16416500201094775,-0.07335,0.09081500201094775,-0.11967326026279407,-0.0137094272445819
"yu, kevin",0.86,SF,17881,294.0,0.72,6.0,6.0,11,27.42,51.05,-5.0,0.83,1.26,0.76,2.78,1.52,0.05,3.54,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:45:00,,1.3118206666666663,-0.0521468049999997,0.3218139896594523,1786002300000000000,0.0,3.43811749178875,-0.09727943047945242,-0.05246298482876711,2.9668772666498455,8.802360715363658,-0.14092845622982103,3.1078057228796667,0.15427761786579197,-0.011443068929972756,0.19,-0.0015,0.1428345489358192,0.1885,0.3313345489358192,0.6283864797717422,-0.0247620588235293
"cauley, bud",0.86,SF,14502,295.7,0.89,4.0,1.0,11,31.07,49.49,-5.0,1.0,-0.18,0.88,1.35,1.53,1.36,2.23,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:56:00,,1.3201091666666669,-0.0535960550000003,0.4708020567484862,1786002960000000000,0.0,3.43811749178875,-0.08899093047945184,-0.05391223482876771,2.8247284495608116,7.979090813758226,-0.19013279838148117,3.0148612479422927,0.1468858793771622,-0.010372818057885693,0.19125,-0.0408,0.13651306131927649,0.15045,0.2869630613192765,0.7750030592442333,0.0172379411764706
"horschel, billy",0.57,SF,11276,294.7,0.83,2.0,0.0,11,19.82,45.6,-5.0,0.67,1.36,0.21,2.29,0.94,1.08,2.51,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:07:00,,1.3280894166666666,-0.0550167849999998,0.211788140113974,1786003620000000000,0.0,3.43811749178875,-0.08101068047945215,-0.055332964828767206,3.090301886195324,9.549965747822377,-0.22761350787143786,3.3179153940667616,0.16069569808215683,-0.012414955472169089,0.1175,-0.0324,0.14828074260998775,0.0851,0.23338074260998776,0.3994068239004325,-0.0457620588235293
"kim, tom",0.71,SF,24766,278.9,0.72,1.0,2.0,11,29.9,65.82,-5.0,0.62,0.45,0.49,0.72,0.27,2.38,1.21,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:07:00,,1.3280894166666666,-0.0550167849999998,0.9700878682404482,1786003620000000000,0.0,3.43811749178875,-0.08101068047945215,-0.055332964828767206,2.3320021580688493,5.43823406523777,-0.22761350787143786,2.559615665940287,0.1128689044505323,-0.001087646813047554,0.0,0.0,0.11178125763748474,0.0,0.11178125763748474,1.0785847888097724,-0.0032843370681605
"mitchell, keith",0.79,SF,17365,311.4,0.78,6.0,2.0,11,30.78,31.73,-5.0,0.6,0.71,0.73,2.43,1.72,0.43,3.16,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:21:00,,1.4603058333333327,0.0072476449999994,0.5255354035257245,1786018860000000000,0.0,3.43811749178875,0.051205736187214024,0.006931465171231988,2.9710354694502388,8.8270517607314,0.29692526798832025,2.6741102014619185,0.14379811672139156,-0.0017654103521462803,0.0,0.0,0.14203270636924528,0.0,0.14203270636924528,0.6532837728268093,-0.0142843370681605
"greyserman, max",0.71,SF,23465,288.2,0.89,5.0,2.0,11,18.52,39.83,-5.0,0.67,2.77,0.41,3.53,0.76,-0.35,3.94,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:32:00,,1.4679915333333329,0.0161000049999995,0.084901394217776,1786019520000000000,0.0,3.43811749178875,0.05889143618721415,0.01578382517123209,3.428207538758187,11.752606928798466,0.29955187346422507,3.128655665293962,0.17826679201542572,-0.015278389007438005,0.095,0.010499999999999999,0.16298840300798773,0.1055,0.2684884030079877,0.3197856331390765,-0.0336041640866872
"campos, rafael",0.57,SF,12909,289.2,0.78,4.0,2.0,11,14.38,56.81,-5.0,0.6,2.97,-0.09,2.57,-0.4,1.1,2.49,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:32:00,,1.4679915333333329,0.0161000049999995,-1.4527237069270136,1786019520000000000,0.0,3.43811749178875,0.05889143618721415,0.01578382517123209,4.9658326399029775,24.659493807525774,0.29955187346422507,4.666280766438753,0.340159535833354,-0.12083151965687629,-0.044000000000000004,-0.07700000000000001,0.21932801617647774,-0.12100000000000002,0.09832801617647771,-1.4467449840204754,-0.0923492932699394
"snedeker, brandt",0.57,SF,8820,286.1,0.83,3.0,3.0,11,20.32,86.62,-5.0,1.0,3.67,0.24,3.05,-0.62,0.3,3.29,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:43:00,,1.475953516666666,0.0253649749999993,-0.2513373107940431,1786020180000000000,0.0,3.43811749178875,0.06685341952054724,0.02504879517123189,3.781673197103339,14.30105216968979,0.29500272856954857,3.4866704685337906,0.19664700624937362,-0.018591367820596727,-0.0775,-0.009,0.1780556384287769,-0.0865,0.0915556384287769,-0.2013437311887955,-0.0415620588235293
"matsuyama, hideki",0.79,SF,13562,287.6,0.83,5.0,4.0,11,26.63,20.83,-5.0,1.0,2.01,0.87,2.19,0.18,0.53,3.06,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:54:00,,1.484191783333333,0.0350425549999995,1.4241846673856169,1786020840000000000,0.0,3.43811749178875,0.07509168618721418,0.034726375171232095,2.1240670655903466,4.5116608991255855,0.2831136820622825,1.8409533835280643,0.09452098441877042,0.07669823528513496,0.0,0.0,0.17121921970390538,0.0,0.17121921970390538,1.4988086493014245,-0.0965952377880976
"vilips, karl",0.57,SF,24304,290.1,0.78,5.0,3.0,11,22.1,52.79,-5.0,0.67,1.75,0.91,1.36,-0.39,1.32,2.27,3.59,18.0,-5.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:16:00,,1.5010404999999996,0.054686945,-0.3318174139130815,1786022160000000000,0.0,3.43811749178875,0.09194040285388083,0.05437076517123259,3.916562253555712,15.339459885977396,0.23665927924194907,3.679902974313763,0.203661237184897,-0.019941297851770613,-0.04875,-0.0396,0.1837199393331264,-0.08835000000000001,0.09536993933312637,-0.30984111235085293,-0.0733936377708978
"smotherman, austin",0.64,SF,22985,283.9,0.83,3.0,4.0,23,25.08,95.74,-4.0,1.0,1.07,0.49,1.44,0.37,0.66,1.93,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 06:50:00,,1.2663176388888893,-0.0446448050000001,-0.2982310638873361,1785999000000000000,0.0,2.43811749178875,-0.14278245825722946,-0.04496098482876751,2.5489212924188567,6.496999754946215,0.30909682323782917,2.2398244691810274,0.13254390720578055,-0.00844609968143008,0.04625,-0.0198,0.12409780752435047,0.026449999999999998,0.15054780752435046,-0.17244531518651496,-0.0247620588235293
"hoey, rico",0.5,SF,23504,294.3,0.94,4.0,1.0,23,21.86,59.79,-4.0,0.33,2.06,-1.56,2.75,0.69,1.4,1.19,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:12:00,,1.2852974666666663,-0.0476865249999995,-0.0103048897757236,1786000320000000000,0.0,2.43811749178875,-0.12380263047945239,-0.04800270482876691,2.2769332260850215,5.184424916049943,0.0850689601336087,2.1918642659514127,0.11840052775642111,-0.006739752390864926,0.08625,-0.041999999999999996,0.11166077536555619,0.04425,0.1559107753655562,0.16284382676630318,0.0172379411764706
"brennan, michael",0.71,SF,29197,300.2,0.83,5.0,3.0,23,22.37,47.28,-4.0,0.75,1.35,-0.62,2.8,1.45,0.41,2.18,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,0.2468116160828517,1786000980000000000,0.0,2.43811749178875,-0.11468528047945248,-0.04950821982876681,2.0274285552264466,4.110466546547596,-0.004131836366098651,2.0315603915925453,0.10542628487177522,-0.005343606510511875,0.18125,-0.012299999999999998,0.10008267836126335,0.16895,0.2690326783612633,0.4910822356205858,-0.0247620588235293
"pendrith, taylor",0.57,SF,17780,298.4,0.78,3.0,1.0,23,26.17,72.02,-4.0,1.0,1.45,0.06,2.2,0.75,0.33,2.26,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:23:00,,1.2944148166666662,-0.0491920399999994,-0.2338497400402058,1786000980000000000,0.0,2.43811749178875,-0.11468528047945248,-0.04950821982876681,2.5080899113495034,6.29051500341316,-0.004131836366098651,2.512221747715602,0.13042067539017418,-0.008177669504437107,0.09375,-0.0099,0.12224300588573708,0.08385,0.2060930058857371,-0.03151879297799802,-0.0037620588235293
"fitzpatrick, alex",0.43,SF,25362,285.2,0.83,1.0,1.0,23,24.09,48.52,-4.0,1.0,1.95,0.95,2.14,0.19,-0.49,3.08,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:45:00,,1.3118206666666663,-0.0521468049999997,0.4652369268310135,1786002300000000000,0.0,2.43811749178875,-0.09727943047945242,-0.05246298482876711,1.8234543294782841,3.3249856916930987,-0.14092845622982103,1.964382785708105,0.09481962513287077,-0.004322481399201028,0.02375,0.0147,0.09049714373366975,0.03845,0.12894714373366975,0.5904220117411539,-0.0037620588235293
"thomas, justin",0.79,SF,14139,290.3,0.72,3.0,1.0,23,25.89,70.25,-4.0,0.83,-0.32,0.88,0.76,1.08,0.95,1.64,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:45:00,,1.3118206666666663,-0.0521468049999997,0.9973640907719268,1786002300000000000,0.0,2.43811749178875,-0.09727943047945242,-0.05246298482876711,1.2913271655373708,1.6675258484547804,-0.14092845622982103,1.4322556217671918,0.06250023481200874,-0.0003335051696909561,0.0,0.0,0.062166729642317786,0.0,0.062166729642317786,1.090654880871761,0.0311240604575164
"mccarty, matt",0.5,SF,28635,289.4,0.67,3.0,4.0,23,27.72,48.81,-4.0,0.86,-0.01,-0.14,-0.23,-0.22,2.96,-0.37,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:07:00,,1.3280894166666666,-0.0550167849999998,0.363456267492235,1786003620000000000,0.0,2.43811749178875,-0.08101068047945215,-0.055332964828767206,1.938633758817063,3.7583008508251745,-0.22761350787143786,2.166247266688501,0.10080895545848727,-0.0048857911060727266,-0.0275,-0.08879999999999999,0.09592316435241455,-0.11629999999999999,-0.02037683564758544,0.3393173730211202,-0.0037620588235293
"kohles, ben",0.86,SF,16395,288.4,0.83,4.0,1.0,23,30.5,78.33,-4.0,1.0,-0.66,0.32,0.71,1.38,1.55,1.04,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:29:00,,1.3426989444444444,-0.0576424849999992,0.7347570985800871,1786004940000000000,0.0,2.43811749178875,-0.06640115270167435,-0.05795866482876661,1.5793167555069891,2.494241414225123,-0.2706210664415304,1.8499378219485196,0.07643893096653827,-0.0004988482828450246,0.0,0.0,0.07594008268369325,0.0,0.07594008268369325,0.8074128441956199,-0.0032843370681605
"parry, john",0.64,SF,13764,289.2,0.67,4.0,2.0,23,26.0,56.38,-4.0,0.67,-0.45,0.04,0.37,0.82,2.18,0.41,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:51:00,,1.355466583333333,-0.059968105,0.1289644068289221,1786006260000000000,0.0,2.43811749178875,-0.053633513812785694,-0.06028428482876741,2.1955514661470423,4.820446240500427,-0.2763852070906804,2.471936673237723,0.1141686762396462,-0.006266580112650555,0.1025,-0.0654,0.10790209612699565,0.037099999999999994,0.14500209612699566,0.35420444413238833,0.0802379411764706
"ramey, chad",0.64,SF,19840,281.5,0.83,3.0,2.0,23,22.09,43.32,-4.0,1.0,1.3,0.98,0.35,-0.95,1.26,1.33,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 12:32:00,,1.4679915333333329,0.0161000049999995,-0.6874409732854151,1786019520000000000,0.0,2.43811749178875,0.05889143618721415,0.01578382517123209,3.2005499062613785,10.243519702469719,0.29955187346422507,2.9009980327971534,0.21923766857890445,-0.05019324654210162,-0.1045,-0.08820000000000001,0.16904442203680284,-0.1927,-0.023655577963197172,-0.8610965512486123,-0.15
"noren, alex",0.71,SF,10419,280.0,0.78,1.0,2.0,23,30.39,25.36,-4.0,1.0,0.86,0.53,1.18,0.32,0.88,1.71,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:05:00,,1.492668277777777,0.0450536949999997,0.6175564833949779,1786021500000000000,0.0,2.43811749178875,0.08356818063165838,0.04473751517123229,1.9491828840254302,3.7993139153776934,0.2637205827004187,1.6854623013250114,0.09434045158683081,-0.0007598627830755387,0.0,0.0,0.09358058880375528,0.0,0.09358058880375528,0.7686422088147832,0.0575051366160499
"skinns, david",0.57,SF,10873,282.8,0.78,3.0,2.0,23,28.2,38.37,-4.0,0.75,1.07,-0.46,1.23,0.15,1.82,0.77,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:16:00,,1.5010404999999996,0.054686945,-0.6818622249829235,1786022160000000000,0.0,2.43811749178875,0.09194040285388083,0.05437076517123259,3.266607064625554,10.670721714661576,0.23665927924194907,3.0299477853836048,0.22376258392685044,-0.05228653640184172,0.0165,-0.1274,0.17147604752500872,-0.11090000000000001,0.06057604752500871,-0.5915302075699597,0.0297559698879552
"hodges, lee",0.71,SF,25157,287.7,0.72,5.0,3.0,23,26.28,69.63,-4.0,0.83,0.32,0.67,1.39,1.07,0.54,2.05,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:38:00,,1.5172323777777774,0.0723217599999994,0.2421331452779211,1786023480000000000,0.0,2.43811749178875,0.1081322806316587,0.07200558017123199,2.376438387142487,5.647459407884384,0.15887545506715964,2.217562932075327,0.1235747961314093,-0.007341697230249698,0.13375,-0.0162,0.1162330989011596,0.11755000000000002,0.23378309890115961,0.4165659500614337,-0.059350294117647
"malnati, peter",0.64,SF,14926,301.4,0.89,3.0,4.0,23,32.0,19.11,-4.0,1.0,1.05,1.08,1.74,0.69,-0.23,2.82,2.59,18.0,-4.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 13:38:00,,1.5172323777777774,0.0723217599999994,-1.1519409673396932,1786023480000000000,0.0,2.43811749178875,0.1081322806316587,0.07200558017123199,3.770512499760101,14.216764510847165,0.15887545506715964,3.6116370446929413,0.25828010623356695,-0.0696621461031511,0.0759,0.016100000000000003,0.18861796013041585,0.092,0.28061796013041584,-0.8949880899529009,-0.0236650827436236
"eckroat, austin",0.64,SF,26653,284.2,0.67,4.0,3.0,37,27.61,58.67,-3.0,0.86,0.68,-0.14,-0.41,-1.09,2.14,-0.55,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 06:50:00,,1.2663176388888893,-0.0446448050000001,-0.1065466976928706,1785999000000000000,0.0,1.43811749178875,-0.14278245825722946,-0.04496098482876751,1.357236926224391,1.8420920739070332,0.30909682323782917,1.048140102986562,0.07057632016366833,-0.002394719696079143,-0.13625,-0.06420000000000001,0.06818160046758918,-0.20045000000000002,-0.13226839953241082,-0.22367715604881083,0.0151379411764706
"highsmith, joe",0.57,SF,28469,286.1,0.72,2.0,1.0,37,26.13,42.81,-3.0,0.67,1.36,0.37,0.98,-0.38,0.23,1.36,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,-0.6303362460047256,1786001640000000000,0.0,1.43811749178875,-0.10584421381278575,-0.05099497982876721,1.91193072398069,3.6554790933013255,-0.07919622202263421,1.991126946003324,0.13096725459267727,-0.017911847557176494,-0.041800000000000004,-0.016100000000000003,0.11305540703550078,-0.05790000000000001,0.05515540703550077,-0.5988459217128483,-0.0236650827436236
"mcnealy, maverick",0.71,SF,18634,295.9,0.78,4.0,3.0,37,29.52,86.67,-3.0,0.75,0.01,-0.43,1.3,1.29,0.72,0.87,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,0.7097942020729359,1786001640000000000,0.0,1.43811749178875,-0.10584421381278575,-0.05099497982876721,0.5718002759030286,0.32695555552277966,-0.07919622202263421,0.6509964979256628,0.027675133353706586,-6.539111110455593e-05,0.0,0.0,0.02760974224260203,0.0,0.02760974224260203,0.7524529405807107,0.0150489962651727
"im, sungjae",0.86,SF,17488,297.7,0.83,0.0,3.0,37,21.52,56.88,-3.0,0.5,1.22,-0.57,2.73,1.51,-0.57,2.16,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:34:00,,1.303255883333333,-0.0506787999999998,0.6215408221033948,1786001640000000000,0.0,1.43811749178875,-0.10584421381278575,-0.05099497982876721,0.6600536558725697,0.4356708286307447,-0.07919622202263421,0.7392498778952039,0.031946596944232374,-8.713416572614895e-05,0.0,-0.0,0.03185946277850622,0.0,0.03185946277850622,0.6317826144804072,-0.0216176704014939
"castillo, ricky",0.64,SF,27819,291.5,0.72,2.0,2.0,37,19.89,48.82,-3.0,0.67,2.39,0.36,2.77,0.38,-1.55,3.14,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:56:00,,1.3201091666666669,-0.0535960550000003,0.4095301067712556,1786002960000000000,0.0,1.43811749178875,-0.08899093047945184,-0.05391223482876771,0.8860003995380423,0.7849967079815706,-0.19013279838148117,1.0761331979195234,0.0460720207759782,-0.0010204957203760418,0.0475,0.0465,0.04505152505560216,0.094,0.13905152505560214,0.5114666318268578,-0.0371149999999999
"koepka, brooks",0.29,SF,16243,294.0,0.72,4.0,0.0,37,22.39,53.29,-3.0,0.67,0.33,-1.09,0.03,-0.3,2.64,-1.05,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 07:56:00,,1.3201091666666669,-0.0535960550000003,0.1300713530406715,1786002960000000000,0.0,1.43811749178875,-0.08899093047945184,-0.05391223482876771,1.1654591532686265,1.3582950379376237,-0.19013279838148117,1.3555919516501076,0.06060387596996857,-0.0017657835493189108,-0.0375,-0.0792,0.05883809242064966,-0.1167,-0.057861907579350336,0.08944738663779175,0.0172379411764706
"suber, jackson",0.64,SF,29279,292.2,0.67,2.0,3.0,37,23.64,92.07,-3.0,0.67,0.01,-0.32,0.66,0.65,1.25,0.34,1.59,18.0,-3.0,Sedgefield Country Club,Wyndham Championship,2026-08-07 00:48:38 UTC,2026-08-06 08:40:00,,1.3493130000000002,-0.0588428049999996,0.2192678551707018,1786005600000000000,0.0,1.43811749178875,-0.05978709714611852,-0.05915898482876701,1.10021973447193,1.210483464121484,-0.27775643430931213,1.3779761687812422,0.057211426192540354,-0.0015736285033579292,0.08125,-0.0375,0.05563779768918242,0.043750000000000004,0.09938779768918243,0.3704818293304724,0.0518261764705882
