player_name,accuracy,course_x,dg_id,distance,gir,great_shots,poor_shots,position,prox_fw,prox_rgh,round,scrambling,sg_app,sg_arg,sg_bs,sg_ott,sg_putt,sg_t2g,sg_total,thru,total,course_name,event_name,last_updated,r2_teetime_x,course_y,great_shots_r1,poor_shots_r1,sg_app_r1,sg_arg_r1,sg_ott_r1,sg_putt_r1,sg_app_avg,sg_arg_avg,sg_ott_avg,sg_putt_avg,sg_app_delta,great_shots_avg,r2_teetime_y,wind_adj2,dew_adj2,updated_pred,sg_total_adj,player_wind_benefit,player_dew_benefit,residual,residual2,residual3,weather_signal,residual_w_adj,residual_adj,residual2_adj,residual3_adj,avg_ott_adj,avg_putt_adj,avg_app_adj,avg_arg_adj,delta_app_adj,tot_resid_adj,tot_sg_adj,total_adjustment,Score,updated_pred_r3
"hirata, kensei",0.5,CC,20954,280.6,0.39,3.0,6.0,97,35.0,54.63,4.0,0.64,-2.59,-1.09,-3.13,-0.54,-0.25,-4.21,-4.47,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,5.0,3.0,0.89,0.08,-0.1,0.89,-0.8499999999999999,-0.505,-0.32,0.32,-3.48,4.0,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,-0.318826236699493,-4.495582095166433,0.01580666666666647,-0.017031474188034117,-4.177980665988307,17.455522445372097,-72.92883529148955,0.0,-4.177980665988307,-0.2519322341590949,-0.017455522445372098,-0.10939325293723433,-0.05312,0.0,-0.012749999999999997,0.0303,-0.01392,-0.3787810095417013,-0.04949,-0.4282710095417013,75.0,-0.7470972462411942
"lamprecht, christo",0.43,CC,24343,297.1,0.5,3.0,8.0,97,34.89,73.39,2.0,0.75,-3.09,0.44,-4.09,-1.0,1.18,-3.65,-2.47,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,7.0,7.0,-0.07,-0.34,-1.83,2.01,-1.5799999999999998,0.04999999999999999,-1.415,1.5949999999999998,-3.02,5.0,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,-1.1706131291929376,-2.495582095166433,0.01580666666666647,-0.017031474188034117,-1.3261937734948632,1.7587899248565446,-2.3324962472302477,0.0,-1.3261937734948632,-0.07996948454174026,-0.0017587899248565446,-0.0034987443708453716,-0.23489000000000002,0.0,-0.023699999999999995,-0.002999999999999999,-0.01208,-0.08522701883744217,-0.27366999999999997,-0.3588970188374422,73.0,-1.5295101480303797
"li, haotong",0.57,CC,15310,307.3,0.56,3.0,4.0,97,29.06,61.03,2.0,0.64,-1.78,-1.11,-1.38,0.4,0.02,-2.49,-2.47,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,5.0,3.0,-0.01,-2.98,0.14,2.62,-0.895,-2.045,0.27,1.32,-1.77,4.0,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,0.1303112900180642,-2.495582095166433,0.01580666666666647,-0.017031474188034117,-2.627118192705865,6.90174999844613,-18.1317129824255,0.0,-2.627118192705865,-0.15841522702016364,-0.00690174999844613,-0.02719756947363825,0.044820000000000006,0.0,-0.013425,0.12269999999999999,-0.00708,-0.192514546492248,0.147015,-0.04549954649224801,73.0,0.0848117435258162
"howell, mason",0.57,CC,33759,305.9,0.61,5.0,3.0,97,19.96,75.42,-1.0,0.71,-0.38,0.77,-0.35,0.03,0.12,0.41,0.53,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:50,,5.0,10.0,-1.46,-1.06,0.45,-1.17,-0.9199999999999999,-0.14500000000000002,0.24,-0.5249999999999999,1.08,5.0,2026-05-29 08:50,0.4978739999999997,-0.0192773030303028,-1.5776470247654566,0.5044179048335672,0.0243485333333332,-0.019335118632478318,2.087078344299879,4.3558960152455235,9.091096243441067,0.0,2.087078344299879,0.12585082416128268,-0.004355896015245523,0.0136366443651616,0.03984,-0.0,-0.013799999999999998,0.008700000000000001,0.00432,0.13513157251119876,0.03906,0.17419157251119877,70.0,-1.4034554522542577
"hardy, nick",0.79,CC,19865,292.0,0.67,4.0,6.0,97,29.52,25.82,-1.0,0.75,0.45,1.17,1.62,1.18,-2.26,2.79,0.53,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:40,,3.0,6.0,-0.9,0.64,-0.73,-2.25,-0.225,0.905,0.22499999999999998,-2.255,1.35,3.5,2026-05-29 11:40,0.5384773333333336,-0.0047141919191919,-0.8039279905669832,0.5044179048335672,0.06495186666666708,-0.004772007521367417,1.3685257545458498,1.8728627408552876,2.563060895589791,0.0,1.3685257545458498,0.08252210299911474,-0.0018728627408552876,0.003844591343384686,0.03735,-0.0,-0.003375,-0.0543,0.0054,0.08449383160164414,-0.014924999999999999,0.06956883160164413,70.0,-0.734359158965339
"peterson, paul",0.79,CC,16341,283.5,0.61,2.0,5.0,97,24.68,80.6,2.0,0.33,-0.18,-1.07,-0.25,-0.06,-1.15,-1.31,-2.47,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:19,,5.0,3.0,0.82,-1.45,-0.37,0.76,0.31999999999999995,-1.26,-0.215,-0.19499999999999995,-1.0,3.5,2026-05-29 13:19,0.4612330666666669,0.0074088747474747,-0.37816740860789,-2.495582095166433,-0.012292399999999593,0.007351059145299183,-2.1223560274132436,4.5043951070973245,-9.55993010539873,0.0,-2.1223560274132436,-0.1279780684530186,-0.0045043951070973245,-0.014339895158098094,-0.03569,-0.0,0.004799999999999999,0.0756,-0.004,-0.146822358718214,0.040709999999999996,-0.106112358718214,73.0,-0.484279767326104
"chatfield, davis",0.64,CC,30620,285.2,0.5,1.0,3.0,97,30.76,35.12,2.0,0.78,-2.55,-0.64,-2.52,0.03,0.7,-3.17,-2.47,18.0,1.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:30,,2.0,4.0,-0.46,-0.95,-0.86,2.04,-1.505,-0.7949999999999999,-0.415,1.37,-2.09,1.5,2026-05-29 13:30,0.4517760000000003,0.0079544747474746,-0.7808815285822505,-2.495582095166433,-0.021749466666666217,0.007896659145299082,-1.7285533741055499,2.987896767131681,-5.164739038304532,0.0,-1.7285533741055499,-0.10423176845856466,-0.002987896767131681,-0.007747108557456798,-0.06889,0.0,-0.022574999999999998,0.04769999999999999,-0.00836,-0.11496677378315313,-0.05212500000000001,-0.16709177378315315,73.0,-0.9479733023654036
"hoffman, charley",0.57,CC,5768,287.2,0.61,3.0,3.0,105,21.05,49.92,2.0,0.62,-0.47,-0.23,-0.43,0.04,-1.81,-0.66,-2.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:11,,4.0,7.0,-1.1,0.48,0.84,-1.46,-0.785,0.12499999999999999,0.44,-1.635,0.6300000000000001,3.5,2026-05-29 07:11,0.4040082222222213,0.013458696969697,-0.7045743872082046,-2.495582095166433,-0.06951724444444518,0.013400881367521484,-1.8471240710351522,3.411867333797474,-6.302142279435841,0.0,-1.8471240710351522,-0.11138158148341967,-0.0034118673337974743,-0.00945321341915376,0.07304000000000001,-0.0,-0.011775,-0.007499999999999999,0.0025200000000000005,-0.1242466622363709,0.056285000000000016,-0.06796166223637089,73.0,-0.7725360494445755
"simpson, webb",0.64,CC,11049,299.9,0.72,1.0,3.0,105,29.8,36.29,1.0,0.33,0.52,-1.13,1.54,1.02,-1.88,0.41,-1.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:33,,0.0,3.0,-1.58,-0.28,0.47,-0.85,-0.53,-0.705,0.745,-1.365,2.1,0.5,2026-05-29 07:33,0.4266149333333324,0.0038500747474745,-0.2598134006689587,-1.4955820951664327,-0.046910533333334115,0.003792259145298983,-1.278886968685509,1.6355518786736103,-2.091685984244783,0.0,-1.278886968685509,-0.0771168842117362,-0.0016355518786736103,-0.0031375289763671747,0.12367,-0.0,-0.00795,0.0423,0.008400000000000001,-0.08188996506677697,0.16641999999999998,0.08453003493322304,72.0,-0.17528336573573566
"springer, hayden",0.57,CC,21995,297.4,0.5,1.0,3.0,105,25.34,45.75,1.0,0.8,-2.66,-0.37,-1.98,0.68,0.89,-2.35,-1.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,3.0,5.0,-2.27,-0.44,0.1,0.37,-2.465,-0.405,0.39,0.63,-0.3900000000000001,2.0,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,-0.34633223731018,-1.4955820951664327,0.01580666666666647,-0.017031474188034117,-1.1504746653776203,1.3235919556757474,-1.5227590123025656,0.0,-1.1504746653776203,-0.06937362232227051,-0.0013235919556757474,-0.0022841385184538487,0.06474,0.0,-0.036974999999999994,0.024300000000000002,-0.0015600000000000006,-0.07298135279640011,0.050505000000000015,-0.022476352796400097,72.0,-0.36880859010658007
"stanger, jimmy",0.5,CC,23048,299.0,0.39,0.0,4.0,105,42.12,63.63,4.0,0.58,-4.33,-0.41,-4.02,0.31,-0.04,-4.43,-4.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:39,,5.0,4.0,-0.36,0.48,0.03,0.61,-2.345,0.035,0.16999999999999998,0.285,-3.97,2.5,2026-05-29 08:39,0.489332133333333,-0.0169736585858586,-0.6166589356051513,-4.495582095166433,0.01580666666666647,-0.017031474188034117,-3.880147967082649,15.055548246455615,-58.41775492179949,0.0,-3.880147967082649,-0.23397292241508374,-0.015055548246455615,-0.08762663238269924,0.02822,0.0,-0.035175000000000005,-0.0021000000000000003,-0.015880000000000002,-0.3366551030442386,-0.02493500000000001,-0.3615901030442386,75.0,-0.9782490386493898
"hall, harry",0.21,CC,27194,283.1,0.44,1.0,7.0,105,24.11,68.7,4.0,0.57,-0.55,1.1,-3.07,-2.53,-2.49,-1.97,-4.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:13,,3.0,3.0,0.72,0.29,0.4,-0.64,0.08499999999999996,0.6950000000000001,-1.065,-1.5650000000000002,-1.27,2.0,2026-05-29 12:13,0.518641066666667,0.0006343414141409,0.8468214851739408,-4.495582095166433,0.04511560000000048,0.0005765258119653831,-5.296711454528408,28.055152232532443,-148.60004618859284,0.0,-5.296711454528408,-0.319391700708063,-0.028055152232532445,-0.22290006928288927,-0.17679,-0.0,0.0012749999999999994,-0.0417,-0.00508,-0.5,-0.22229500000000002,-0.7926419222234846,75.0,0.05417956295045623
"campbell, brian",0.79,CC,18628,279.5,0.56,2.0,6.0,105,27.0,60.86,2.0,0.75,-1.26,0.58,-1.31,-0.05,-1.74,-0.73,-2.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:46,,3.0,3.0,0.82,0.33,-0.15,-2.24,-0.22000000000000003,0.45499999999999996,-0.1,-1.9900000000000002,-2.08,2.5,2026-05-29 12:46,0.4919286666666669,0.0047718080808079,-0.7390743872082046,-2.495582095166433,0.018403200000000397,0.004713992478632383,-1.7333905154795959,3.0046426791546192,-5.208219122451819,0.0,-1.7333905154795959,-0.10452344808341964,-0.0030046426791546193,-0.0078123286836777285,-0.0166,-0.0,-0.0033000000000000004,-0.027299999999999998,-0.008320000000000001,-0.115340419446252,-0.05551999999999999,-0.17086041944625197,73.0,-0.9099348066544566
"lebioda, hank",0.64,CC,21943,288.4,0.67,4.0,8.0,105,32.24,60.99,3.0,0.33,-0.35,0.43,-0.65,-0.3,-3.25,-0.22,-3.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:57,,2.0,2.0,1.46,-0.56,-0.37,-0.77,0.5549999999999999,-0.06500000000000003,-0.33499999999999996,-2.01,-1.81,3.0,2026-05-29 12:57,0.4817661333333338,0.0058175414141412,-0.3983644650964396,-3.495582095166433,0.008240666666667285,0.005759725811965683,-3.0832172375913607,9.5062285341805,-29.309767681068173,0.0,-3.0832172375913607,-0.18591799942675905,-0.0095062285341805,-0.04396465152160226,-0.05561,-0.0,0.008324999999999999,0.0039000000000000016,-0.007240000000000001,-0.2393888794825418,-0.050625,-0.29001387948254187,74.0,-0.6883783445789815
"wu, dylan",0.43,CC,25002,287.4,0.72,4.0,4.0,105,22.68,37.83,2.0,0.6,0.96,-2.25,-0.78,-1.74,0.57,-3.03,-2.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:08,,3.0,4.0,0.01,-0.33,1.26,-2.19,0.485,-1.29,-0.24,-0.81,0.95,3.5,2026-05-29 13:08,0.4712494222222225,0.0066965636363633,-0.2986783615593497,-2.495582095166433,-0.002276044444444014,0.006638748034187783,-2.1925410300173396,4.807236168309497,-10.540062540001912,0.0,-2.1925410300173396,-0.13221022411004557,-0.004807236168309497,-0.015810093810002868,-0.03984,-0.0,0.007274999999999999,0.0774,0.0038,-0.15282755408835794,0.04863499999999999,-0.10419255408835795,73.0,-0.4028709156477076
"tosti, alejandro",0.43,CC,17032,293.5,0.61,1.0,2.0,105,22.82,32.44,0.0,0.71,0.91,-0.16,0.76,-0.15,-1.06,0.6,-0.47,18.0,2.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:30,,4.0,5.0,-0.12,0.46,-0.01,-3.56,0.395,0.15000000000000002,-0.08,-2.31,1.03,2.5,2026-05-29 13:30,0.4517760000000003,0.0079544747474746,-0.9619944287349222,-0.4955820951664328,-0.021749466666666217,0.007896659145299082,0.4525595260471223,0.20481012461599596,0.09268877292586719,0.0,0.4525595260471223,0.027289339420641476,-0.00020481012461599597,0.0001390331593888008,-0.01328,-0.0,0.005925,-0.009000000000000001,0.00412,0.027223562455414282,-0.012235000000000001,0.014988562455414281,71.0,-0.947005866279508
"fowler, rickie",0.5,CC,12965,293.9,0.44,4.0,6.0,114,40.22,53.76,3.0,0.45,-3.78,0.91,-3.46,0.32,-0.91,-2.55,-3.47,18.0,3.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:33,,2.0,6.0,-0.37,-0.92,0.44,-0.39,-2.0749999999999997,-0.0050000000000000044,0.38,-0.65,-3.4099999999999997,3.0,2026-05-29 07:33,0.4266149333333324,0.0038500747474745,1.366088033858167,-3.495582095166433,-0.046910533333334115,0.003792259145298983,-4.904788403212636,24.056949280289157,-117.99424584663682,0.0,-4.904788403212636,-0.29575874071372193,-0.024056949280289158,-0.17699136876995522,0.06308,-0.0,-0.031124999999999996,0.00030000000000000024,-0.01364,-0.49680705876396636,0.018614999999999993,-0.4781920587639663,74.0,0.8878959750942006
"whaley, vince",0.71,CC,25908,295.7,0.61,2.0,1.0,114,30.72,53.46,2.0,0.44,-1.82,-1.99,-0.69,1.13,0.22,-2.68,-2.47,18.0,3.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:51,,4.0,4.0,-2.28,0.83,-1.1,0.31,-2.05,-0.5800000000000001,0.014999999999999902,0.265,0.45999999999999974,3.0,2026-05-29 11:51,0.5330433333333336,-0.0028955252525251,-0.2739580712033098,-2.495582095166433,0.05951786666666714,-0.002953340854700617,-2.165059498151157,4.68748263053454,-10.148678791657376,0.0,-2.165059498151157,-0.13055308773851476,-0.00468748263053454,-0.015223018187486064,0.002489999999999984,0.0,-0.030749999999999996,0.034800000000000005,0.001839999999999999,-0.15046358855653535,0.008379999999999993,-0.14208358855653536,73.0,-0.41604165975984514
"crowe, trace",0.57,CC,27780,301.6,0.61,4.0,5.0,114,22.21,71.12,2.0,0.5,-0.41,-0.61,-0.52,-0.11,-1.34,-1.13,-2.47,18.0,3.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:30,,3.0,6.0,-0.41,0.17,-1.08,-0.92,-0.41,-0.21999999999999997,-0.5950000000000001,-1.1300000000000001,0.0,3.5,2026-05-29 13:30,0.4517760000000003,0.0079544747474746,-0.585075063569722,-2.495582095166433,-0.021749466666666217,0.007896659145299082,-1.924359839118078,3.7031607904105552,-7.126213902862831,0.0,-1.924359839118078,-0.11603889829882011,-0.003703160790410555,-0.010689320854294247,-0.09877000000000002,-0.0,-0.006149999999999999,0.013199999999999998,0.0,-0.1304313799435249,-0.09172000000000002,-0.22215137994352493,73.0,-0.807226443513247
"phillips, chandler",0.64,CC,27164,290.4,0.67,2.0,5.0,117,24.34,55.43,0.0,0.5,1.23,-0.85,1.74,0.51,-1.36,0.89,-0.47,18.0,4.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:00,,0.0,6.0,-1.73,-0.04,0.15,-3.62,-0.25,-0.445,0.33,-2.49,2.96,1.0,2026-05-29 07:00,0.3925999999999991,0.0187631414141415,-0.7117167688875939,-0.4955820951664328,-0.08092546666666739,0.018705325811965982,0.15391453286645973,0.023689683427500514,0.003646186558498054,0.0,0.15391453286645973,0.009281046331847521,-2.3689683427500515e-05,5.469279837747081e-06,0.05478,-0.0,-0.00375,0.026699999999999998,0.01184,0.009262825928257768,0.08957,0.09883282592825778,71.0,-0.6128839429593361
"brown, dan",0.64,CC,20766,292.7,0.56,2.0,10.0,117,24.65,66.27,5.0,0.33,-1.39,-1.79,-0.85,0.54,-2.82,-2.65,-5.47,18.0,4.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:50,,1.0,2.0,0.04,0.1,0.3,-0.68,-0.6749999999999999,-0.845,0.42000000000000004,-1.75,-1.43,1.5,2026-05-29 08:50,0.4978739999999997,-0.0192773030303028,-0.1292261756307907,-5.495582095166433,0.0243485333333332,-0.019335118632478318,-5.361342504834787,28.743993454148146,-154.10639386441736,0.0,-5.361342504834787,-0.32328895304153765,-0.02874399345414815,-0.23115959079662604,0.06972,-0.0,-0.010124999999999999,0.050699999999999995,-0.00572,-0.5,0.104575,-0.4786175372923119,76.0,-0.6078437129231026
"hojgaard, rasmus",0.5,CC,23838,304.2,0.33,3.0,10.0,117,30.21,68.46,4.0,0.43,-3.37,2.22,-4.44,-1.07,-2.25,-2.22,-4.47,18.0,4.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 11:51,,4.0,6.0,-1.2,-0.31,0.18,0.11,-2.285,0.9550000000000001,-0.44500000000000006,-1.07,-2.17,3.5,2026-05-29 11:51,0.5330433333333336,-0.0028955252525251,0.2172707672699726,-4.495582095166433,0.05951786666666714,-0.002953340854700617,-4.656288336624439,21.681021073784787,-100.95308555197279,0.0,-4.656288336624439,-0.2807741866984537,-0.02168102107378479,-0.1514296283279592,-0.07387000000000002,-0.0,-0.034275,-0.057300000000000004,-0.00868,-0.4538848361001977,-0.174125,-0.6280098361001977,75.0,-0.41073906883022504
"highsmith, joe",0.5,CC,28469,298.2,0.67,4.0,2.0,117,23.77,46.98,-2.0,0.83,-1.54,0.73,-1.95,-0.41,2.75,-1.21,1.53,18.0,4.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:13,,2.0,7.0,-3.87,-1.71,0.4,-2.05,-2.705,-0.49,-0.004999999999999977,0.3500000000000001,2.33,3.0,2026-05-29 12:13,0.518641066666667,0.0006343414141409,-1.5286733585059145,1.5044179048335673,0.04511560000000048,0.0005765258119653831,3.078783389151447,9.478907157314872,29.183501903249788,0.0,3.078783389151447,0.18565063836583226,-0.009478907157314871,0.043775252854874686,-0.0008299999999999962,0.0,-0.040575,0.0294,0.00932,0.21994698406339208,-0.002684999999999998,0.2172619840633921,69.0,-1.3114113744425224
"skinns, david",0.29,CC,10873,292.1,0.5,2.0,4.0,117,25.39,60.68,4.0,0.5,-0.53,-0.76,-1.68,-1.15,-2.02,-2.45,-4.47,18.0,4.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:19,,6.0,3.0,-2.27,-0.61,-0.12,1.76,-1.4,-0.685,-0.635,-0.13,1.74,4.0,2026-05-29 13:19,0.4612330666666669,0.0074088747474747,-0.7179663065975177,-4.495582095166433,-0.012292399999999593,0.007351059145299183,-3.7825571294236155,14.307738437353423,-54.11983803213949,0.0,-3.7825571294236155,-0.228088194904244,-0.014307738437353423,-0.08117975704820923,-0.10541,-0.0,-0.020999999999999998,0.041100000000000005,0.00696,-0.32357569038980666,-0.07835,-0.40192569038980663,75.0,-1.1198919969873242
"greyserman, max",0.57,CC,23465,302.7,0.67,2.0,5.0,122,28.18,37.82,1.0,0.67,-1.72,0.13,-1.85,-0.13,0.25,-1.72,-1.47,18.0,5.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:06,,0.0,6.0,-4.04,0.83,-1.24,-0.79,-2.88,0.48,-0.685,-0.27,2.3200000000000003,1.0,2026-05-29 08:06,0.4599313333333327,-0.0080621919191921,0.1380037392197423,-1.4955820951664327,-0.013594133333333813,-0.008120007521367618,-1.6552999752408764,2.740018008032446,-4.535551740855663,0.0,-1.6552999752408764,-0.09981458850702485,-0.002740018008032446,-0.006803327611283495,-0.11371000000000002,-0.0,-0.043199999999999995,-0.0288,0.009280000000000002,-0.10935793412634079,-0.17643,-0.2857879341263408,72.0,-0.1477841949065985
"kirk, chris",0.64,CC,12423,297.2,0.5,2.0,10.0,122,25.4,114.65,5.0,0.29,-3.34,-1.11,-3.98,-0.64,-0.38,-5.09,-5.47,18.0,5.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:24,,1.0,3.0,-0.32,0.06,-0.97,-0.01,-1.8299999999999998,-0.525,-0.8049999999999999,-0.195,-3.02,1.5,2026-05-29 12:24,0.5103661333333337,0.0021802080808082,0.1777614970409649,-5.495582095166433,0.03684066666666719,0.002122392478632683,-5.634380533062098,31.74624399134913,-178.87041914269713,0.0,-5.634380533062098,-0.3397531461436445,-0.03174624399134913,-0.2683056287140457,-0.13363,-0.0,-0.027449999999999995,0.0315,-0.01208,-0.5,-0.14166,-0.7814650188490393,76.0,-0.6037035218080744
"lipsky, david",0.71,CC,15980,285.5,0.56,1.0,3.0,122,31.07,95.38,2.0,0.5,-2.09,-0.23,-1.55,0.54,-0.69,-1.78,-2.47,18.0,5.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:57,,0.0,4.0,-0.08,0.63,-0.64,-4.14,-1.085,0.2,-0.04999999999999999,-2.415,-2.01,0.5,2026-05-29 12:57,0.4817661333333338,0.0058175414141412,-0.3702989060124702,-2.495582095166433,0.008240666666667285,0.005759725811965683,-2.1112827966753303,4.457515047537204,-9.411074835786716,0.0,-2.1112827966753303,-0.12731035263952242,-0.004457515047537205,-0.014116612253680074,-0.008299999999999998,-0.0,-0.016274999999999998,-0.012,-0.008039999999999999,-0.1458844799407397,-0.044614999999999995,-0.19049947994073968,73.0,-0.5607983859532099
"im, sungjae",0.64,CC,17488,296.4,0.33,1.0,8.0,125,35.05,67.52,6.0,0.64,-5.22,0.32,-4.34,0.88,-2.45,-4.02,-6.47,18.0,6.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:46,,4.0,5.0,-0.21,-0.03,-1.65,0.66,-2.715,0.14500000000000002,-0.38499999999999995,-0.895,-5.01,2.5,2026-05-29 12:46,0.4919286666666669,0.0047718080808079,0.7486409989907348,-6.495582095166433,0.018403200000000397,0.004713992478632383,-7.221105901678534,52.144370443256555,-376.54002114711164,0.0,-7.221105901678534,-0.4354326858712156,-0.05214437044325656,-0.5648100317206675,-0.06391,-0.0,-0.040725,-0.008700000000000001,-0.02004,-0.5,-0.133375,-1.1857620880351394,77.0,-0.4371210890444046
"hansson, albert",0.5,CC,27646,289.1,0.78,1.0,5.0,126,31.16,52.79,4.0,0.67,0.69,-0.72,-0.05,-0.73,-3.7,-0.77,-4.47,18.0,7.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 08:50,,2.0,8.0,-1.52,-1.4,-0.56,-0.75,-0.41500000000000004,-1.06,-0.645,-2.225,2.21,1.5,2026-05-29 08:50,0.4978739999999997,-0.0192773030303028,-2.7344384348417927,-4.495582095166433,0.0243485333333332,-0.019335118632478318,-1.756130245623785,3.0839934395946558,-5.4158941565775045,0.0,-1.756130245623785,-0.10589465381111424,-0.003083993439594656,-0.008123841234866256,-0.10707000000000001,-0.0,-0.0062250000000000005,0.0636,0.00884,-0.11710248848557515,-0.04085500000000001,-0.15795748848557517,75.0,-2.892395923327368
"kizzire, patton",0.5,CC,13470,288.1,0.56,2.0,4.0,126,24.75,60.2,4.0,0.57,-4.07,0.81,-4.24,-0.16,-1.03,-3.43,-4.47,18.0,7.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 12:02,,2.0,3.0,0.11,-0.68,-2.37,-1.29,-1.9800000000000002,0.065,-1.2650000000000001,-1.1600000000000001,-4.180000000000001,2.0,2026-05-29 12:02,0.5262868000000003,-0.0010782363636363,-1.3875314217120214,-4.495582095166433,0.05276133333333377,-0.0011360519658118171,-3.0564253920868896,9.341736177393496,-28.552319658762197,0.0,-3.0564253920868896,-0.18430245114283944,-0.009341736177393497,-0.0428284794881433,-0.20999000000000004,-0.0,-0.0297,-0.0039,-0.016720000000000002,-0.23647266680837625,-0.26031000000000004,-0.49678266680837635,75.0,-1.8843140885203977
"vilips, karl",0.43,CC,24304,290.9,0.67,3.0,2.0,128,25.11,45.74,-1.0,1.0,1.44,0.28,0.53,-0.91,-0.27,0.81,0.53,18.0,8.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 07:33,,0.0,14.0,-5.77,-0.58,-1.83,-2.06,-2.165,-0.14999999999999997,-1.37,-1.165,7.209999999999999,1.5,2026-05-29 07:33,0.4266149333333324,0.0038500747474745,-1.3257258513559815,0.5044179048335672,-0.046910533333334115,0.003792259145298983,1.7870254820015137,3.193460073322742,5.706794526782163,0.0,1.7870254820015137,0.10775763656469127,-0.003193460073322742,0.008560191790173245,-0.22742000000000004,-0.0,-0.032475,0.008999999999999998,0.028839999999999998,0.11312436828154177,-0.22205500000000003,-0.10893063171845827,70.0,-1.4346564830744397
"parry, john",0.43,CC,13764,288.0,0.61,3.0,10.0,128,26.57,36.95,5.0,0.67,-0.23,-1.14,-2.22,-2.0,-2.1,-3.36,-5.47,18.0,8.0,Colonial Country Club,Charles Schwab Challenge,2026-05-29 23:28:35 UTC,2026-05-29 13:30,,2.0,6.0,0.37,-0.14,-1.62,-2.84,0.06999999999999999,-0.6399999999999999,-1.81,-2.4699999999999998,-0.6,2.5,2026-05-29 13:30,0.4517760000000003,0.0079544747474746,-0.2475694067758289,-5.495582095166433,-0.021749466666666217,0.007896659145299082,-5.261865495911971,27.687228497068936,-145.6864723061577,0.0,-5.261865495911971,-0.31729048940349186,-0.027687228497068936,-0.21852970845923655,-0.30046,-0.0,0.00105,0.03839999999999999,-0.0024,-0.5,-0.26341000000000003,-0.8269174263597974,76.0,-1.0744868331356263
