player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,skill_v2_delta,age,dsle_,c_adj,exp,c_hist,pred,std_dev,sample
"glover, lucas",-0.08,0.0,,0.0,,0.0,0.0,-0.02,,0.0,0.03,,-0.01,0.12,-0.18,0.03,0.0,-0.0,-0.0,0.0,-0.22,0.01,0.11,0.06,-0.01,-0.08,2.88,60.0
"greyserman, max",0.14,0.0,,0.0,,0.0,0.0,-0.03,,0.0,0.08,,0.0,0.16,0.04,-0.02,0.04,0.0,0.0,0.0,-0.03,0.03,-0.19,-0.0,0.06,0.14,2.68,61.0
"griffin, ben",1.1,0.0,,0.0,,0.0,0.0,,0.21,-0.09,,0.29,-0.03,0.65,0.05,-0.0,-0.01,0.0,-0.0,0.0,0.01,0.01,-0.08,0.06,0.03,1.1,2.33,67.0
"griffin, lanto",-0.64,0.0,,0.0,,0.0,0.0,-0.02,,0.0,-0.07,,-0.01,-0.21,-0.34,0.04,-0.02,-0.0,0.0,0.0,-0.1,0.01,0.03,0.01,0.05,-0.64,2.6,43.0
"grillo, emiliano",0.8,0.0,,0.0,,0.0,0.0,,0.17,-0.01,,0.01,-0.01,0.28,0.11,-0.02,0.05,-0.0,0.0,0.0,-0.03,0.02,0.21,0.03,-0.02,0.8,2.97,55.0
"hall, harry",0.05,0.0,,0.0,,0.0,0.0,-0.03,,-0.0,0.16,,0.0,0.2,-0.11,-0.02,-0.07,-0.0,0.0,0.0,-0.01,0.01,-0.07,0.01,-0.03,0.05,2.5,57.0
"harman, brian",0.61,0.0,,0.0,,0.0,0.0,,0.17,-0.06,,0.11,-0.02,0.27,0.11,-0.01,-0.02,0.0,0.0,0.0,-0.1,-0.04,0.13,0.1,-0.03,0.61,2.99,67.0
"higgo, garrick",-0.52,0.0,,0.0,,0.0,0.0,-0.02,,0.0,-0.04,,-0.02,-0.15,-0.2,-0.03,0.01,-0.0,-0.0,0.0,0.0,0.01,-0.04,0.01,-0.05,-0.52,2.48,53.0
"highsmith, joe",-0.62,0.0,,0.0,,0.0,0.0,-0.01,,0.0,-0.28,,-0.02,-0.33,0.02,0.01,-0.01,0.0,-0.0,0.0,0.01,0.03,0.0,-0.01,-0.03,-0.62,2.75,57.0
"hirata, kensei",-1.13,0.0,,0.0,,0.0,0.0,-0.0,,0.0,-0.26,,-0.02,-0.64,-0.33,0.03,-0.02,0.0,0.0,0.0,0.01,0.01,0.1,-0.02,0.0,-1.13,2.85,41.0
"hisatsune, ryo",0.51,0.0,,0.0,,0.0,0.0,-0.01,,-0.0,0.09,,0.01,0.24,0.07,0.01,0.04,0.0,-0.0,0.0,0.02,0.03,0.01,-0.0,0.0,0.51,2.83,77.0
"hodges, lee",0.32,0.0,,0.0,,0.0,0.0,-0.01,,-0.0,0.04,,0.0,0.15,0.07,-0.03,0.02,-0.0,-0.0,0.0,-0.03,0.01,0.11,0.01,-0.03,0.32,2.47,43.0
"hoey, rico",0.06,0.0,,0.0,,0.0,0.0,-0.01,,-0.0,0.03,,-0.0,-0.0,0.06,0.03,0.01,-0.0,0.0,0.0,-0.02,0.03,-0.06,0.01,-0.01,0.06,2.51,65.0
"hoge, tom",-0.2,0.0,,0.0,,0.0,0.0,-0.02,,0.0,-0.06,,-0.01,-0.03,-0.06,0.02,-0.03,-0.0,-0.0,0.0,-0.09,0.01,0.05,0.03,-0.0,-0.2,2.94,65.0
"hojgaard, rasmus",0.22,0.0,,0.0,,0.0,0.0,-0.02,,-0.0,0.05,,0.0,0.08,0.19,-0.01,0.03,-0.0,0.0,0.0,0.02,0.03,-0.16,-0.01,0.03,0.22,2.68,51.0
"horschel, billy",0.2,0.0,,0.0,,0.0,0.0,-0.03,,0.0,0.0,,-0.0,0.09,0.05,0.0,-0.01,-0.0,0.0,0.0,-0.12,0.01,0.04,0.08,0.09,0.2,2.59,59.0
"hossler, beau",0.21,0.0,,0.0,,0.0,0.0,-0.02,,-0.0,0.04,,0.0,0.04,-0.0,0.0,0.03,0.0,0.0,0.0,-0.03,0.03,0.0,0.04,0.07,0.21,2.3,51.0
"hrabak, cooper",-3.29,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,-3.29,,0.0,0.0,0.0,0.0,-3.29,2.3,0.0
"hubbard, mark",-0.1,0.0,,0.0,,0.0,0.0,-0.02,,0.0,-0.08,,-0.01,-0.1,-0.06,0.04,0.01,-0.0,-0.0,0.0,-0.09,0.03,0.05,0.06,0.06,-0.1,2.54,53.0
