player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,age,dsle_,c_adj,exp,c_hist,pred,decomp_residual,std_dev,sample
"day, jason",0.46,0.0,,0.0,0.46,-0.0,0.0,,0.38,-0.02,,0.09,-0.01,0.34,-0.03,-0.0,-0.04,-0.0,0.0,-0.08,-0.18,-0.16,0.16,0.01,0.46,0.0,3.2,47.0
"echavarria, nicolas",0.26,0.0,,0.0,0.17,-0.05,0.0,0.02,,0.0,0.02,,-0.01,0.13,0.06,-0.01,-0.02,-0.0,0.0,0.01,0.03,0.08,-0.02,-0.02,0.21,0.0,3.2,56.0
"english, harris",1.29,0.0,,0.0,1.24,0.0,0.0,,0.29,-0.04,,0.12,-0.02,0.65,0.11,-0.02,0.06,0.0,0.0,-0.06,0.0,0.0,0.13,0.06,1.29,0.0,2.3,57.0
"finau, tony",-0.01,0.0,,0.0,0.42,0.22,0.0,0.05,,-0.02,0.01,,0.02,0.14,0.09,0.0,0.06,0.0,0.0,-0.05,-0.06,-0.15,0.11,-0.23,0.21,0.0,2.91,58.0
"fitzpatrick, alex",0.84,0.0,,0.0,1.27,0.11,0.0,,0.06,-0.04,,0.03,-0.01,0.44,0.14,-0.01,0.09,0.0,0.0,0.05,0.03,0.1,-0.04,0.0,0.95,0.0,2.62,51.0
"fitzpatrick, matt",1.33,0.0,,0.0,1.79,0.0,0.0,,0.33,-0.06,,0.16,-0.02,0.86,0.15,0.01,-0.05,0.0,0.0,0.01,0.03,-0.11,0.05,-0.03,1.33,0.0,2.53,57.0
"fleetwood, tommy",1.98,0.0,,0.0,2.09,0.0,0.0,,0.4,-0.06,,0.18,-0.02,1.06,0.19,-0.02,0.11,0.0,0.0,-0.04,0.03,0.04,0.07,0.04,1.98,0.0,2.76,59.0
"fowler, rickie",0.86,0.0,,0.0,0.72,-0.04,0.0,,0.39,-0.03,,0.12,-0.01,0.47,-0.1,-0.0,0.02,0.0,-0.0,-0.07,0.0,0.01,0.06,-0.0,0.82,0.0,3.09,51.0
"fox, ryan",0.59,0.0,,0.0,0.57,-0.0,0.0,,0.13,-0.03,,0.05,-0.01,0.4,0.14,-0.01,0.06,0.0,0.0,-0.1,0.03,-0.09,-0.02,0.02,0.59,0.0,2.3,57.0
"gerard, ryan",1.04,0.0,,0.0,1.05,0.0,0.0,,0.18,-0.03,,0.09,-0.02,0.57,0.15,-0.03,-0.02,0.0,0.0,0.05,0.0,0.13,-0.02,-0.02,1.04,0.0,2.77,63.0
"glover, lucas",-0.21,0.0,,0.0,-0.01,0.1,0.0,0.03,,0.01,0.02,,-0.03,-0.01,-0.16,0.02,0.0,0.0,-0.0,-0.2,-0.08,0.16,0.09,-0.07,-0.11,0.0,2.52,42.0
"gotterup, chris",1.05,0.0,,0.0,1.16,0.0,0.0,,0.23,-0.04,,0.11,-0.02,0.68,0.12,-0.02,0.08,0.0,0.0,0.05,0.03,-0.16,0.01,-0.01,1.05,0.0,2.68,59.0
"griffin, ben",1.11,0.0,,0.0,1.33,0.0,0.0,,0.29,-0.03,,0.13,-0.01,0.67,0.15,-0.02,0.05,0.0,-0.0,0.03,0.03,-0.17,0.02,-0.03,1.11,0.0,2.39,61.0
"hall, harry",0.56,0.0,,0.0,0.54,-0.01,0.0,,0.23,-0.02,,0.09,-0.01,0.45,-0.05,0.0,-0.07,-0.0,0.0,0.04,0.0,-0.14,0.01,0.03,0.56,0.0,2.49,55.0
"harman, brian",0.91,0.0,,0.0,1.2,0.07,0.0,,0.24,-0.02,,0.04,-0.0,0.28,0.07,-0.01,-0.01,0.0,0.0,-0.1,0.03,0.03,0.18,0.2,0.98,0.0,2.95,60.0
"henley, russell",1.71,0.0,,0.0,1.71,0.0,0.0,,0.36,-0.05,,0.17,-0.02,0.92,0.05,-0.0,0.07,0.0,0.0,-0.06,0.03,0.1,0.12,0.01,1.71,0.0,2.35,51.0
"hisatsune, ryo",0.22,0.0,,0.0,0.76,0.27,0.0,0.02,,-0.01,0.05,,0.04,0.04,-0.07,0.01,0.07,0.0,-0.0,0.07,0.03,0.02,-0.04,0.0,0.49,0.0,2.94,71.0
"hoge, tom",-0.37,0.0,,0.0,-0.21,0.08,0.0,0.03,,0.02,-0.07,,-0.03,-0.18,-0.13,0.01,-0.06,0.0,-0.0,-0.05,-0.08,0.09,0.13,-0.05,-0.29,0.0,2.9,61.0
"hojgaard, nicolai",0.56,0.0,,0.0,0.56,0.0,0.0,,0.2,-0.04,,0.09,-0.01,0.49,-0.06,-0.0,0.04,0.0,0.0,0.07,0.0,-0.17,-0.04,0.0,0.56,0.0,2.74,61.0
"hovland, viktor",1.43,0.0,,0.0,1.4,0.0,0.0,,0.41,-0.03,,0.12,-0.01,0.6,0.12,-0.0,0.02,0.0,-0.0,0.04,0.0,0.08,0.08,-0.0,1.43,0.0,2.77,51.0
"hubbard, mark",-0.09,0.0,,0.0,-0.14,-0.02,0.0,0.02,,0.01,-0.03,,-0.03,-0.01,-0.04,0.02,-0.01,-0.0,0.0,-0.05,-0.16,0.03,0.06,0.1,-0.11,0.0,2.75,46.0
"im, sungjae",0.41,0.0,,0.0,0.65,0.12,0.0,0.04,,-0.02,0.08,,0.03,0.16,0.07,-0.01,0.05,-0.0,-0.0,0.04,0.03,-0.11,0.07,-0.04,0.53,0.0,3.08,45.0
