player_name,pred_base,boost,override,override_adj,dg_pred,dg_adj,sheet_boost,max,max_50,lt_form,int_form,sg_6m,sma_6m,skill,sg_adj,putting,driving,majors,links,age,dsle_,c_adj,exp,c_hist,pred,decomp_residual,std_dev,sample
"chatfield, davis",-0.64,0.0,,0.0,,0.0,0.0,0.0,,0.02,-0.11,,-0.05,-0.32,-0.19,0.01,-0.05,0.0,0.0,0.05,-0.02,0.05,-0.04,0.0,-0.64,0.0,2.3,31.0
"clanton, luke",-0.59,0.0,,0.0,,0.0,0.0,0.03,,0.03,-0.14,,-0.07,-0.29,-0.03,0.01,-0.1,0.0,0.0,0.03,0.01,-0.0,-0.02,-0.03,-0.59,0.0,2.73,34.0
"clark, wyndham",1.2,0.0,,0.0,1.0,0.0,0.0,,0.25,-0.02,,0.07,-0.03,0.57,0.32,-0.03,0.03,-0.0,0.0,0.0,0.1,-0.04,-0.02,-0.01,1.2,0.0,2.98,47.0
"cole, eric",0.77,0.0,,0.0,0.86,0.02,0.0,,0.2,-0.02,,0.04,-0.02,0.45,0.24,-0.03,-0.06,0.0,-0.0,-0.07,0.1,0.01,-0.03,-0.04,0.79,0.0,2.71,49.0
"conners, corey",0.63,0.0,,0.0,0.92,0.07,0.0,,0.29,-0.01,,0.08,-0.01,0.37,-0.14,-0.0,-0.01,0.0,-0.0,-0.02,0.1,0.02,-0.02,-0.01,0.7,0.0,2.7,51.0
"covello, vince",-1.84,0.0,,0.0,,0.0,0.0,-0.02,,0.07,-0.34,,-0.15,-0.88,-0.37,0.07,0.08,0.0,0.0,-0.14,-0.18,0.0,-0.02,0.04,-1.84,0.0,2.7,3.0
"crowe, trace",-0.56,0.0,,0.0,,0.0,0.0,-0.0,,0.0,-0.05,,-0.04,-0.17,-0.19,0.01,-0.07,0.0,0.0,0.03,-0.02,-0.03,-0.04,0.0,-0.56,0.0,2.7,17.0
"dahmen, joel",-0.42,0.0,,0.0,,0.0,0.0,0.03,,0.01,-0.05,,-0.01,-0.23,-0.11,0.01,-0.02,-0.0,-0.0,-0.07,0.01,0.04,-0.02,-0.01,-0.42,0.0,2.67,37.0
"davis, cameron",-1.41,0.0,,0.0,,0.0,0.0,0.03,,0.05,-0.26,,-0.13,-0.73,-0.24,0.01,-0.12,0.0,-0.0,0.02,-0.02,0.01,-0.04,0.0,-1.41,0.0,3.2,28.0
"desmarchais, laurent",-2.5,0.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,,-0.0,0.0,-0.04,0.0,-2.5,0.0,3.0,0.0
