"power, seamus",0.18,-135,-232,-404,-743,-1454,-3085,-7099
"dumont de chassart, adrien",0.16,405,230,134,-127,-219,-381,-694
"hoge, tom",0.14,-133,-230,-403,-735,-1391,-2804,-6273
"hughes, mackenzie",0.14,-133,-227,-401,-728,-1420,-2913,-6598
"ryder, sam",0.12,-133,-228,-403,-735,-1423,-2960,-6675
"nakajima, keita",0.12,413,234,136,-124,-212,-371,-669
"blanchet, chandler",0.12,-133,-227,-397,-722,-1383,-2797,-6419
"finau, tony",0.1,-129,-221,-390,-713,-1387,-2908,-6787
"kim, tom",0.1,-131,-223,-391,-707,-1357,-2804,-6217
"jaeger, stephan",0.09,416,236,138,-123,-209,-366,-664
"hossler, beau",0.07,422,242,142,-120,-204,-355,-647
"shipley, neal",0.03,-125,-214,-373,-683,-1287,-2673,-6016
"koepka, brooks",0.01,-126,-216,-374,-682,-1316,-2677,-5717
"schmid, matthias",-0.01,-123,-211,-366,-669,-1283,-2598,-5782
"mouw, william",-0.01,-122,-210,-364,-660,-1267,-2609,-5724
"brown, dan",-0.03,-121,-207,-361,-654,-1256,-2572,-5566
"vegas, jhonattan",-0.03,-122,-208,-364,-655,-1235,-2511,-5459
"dahmen, joel",-0.04,-121,-207,-356,-646,-1246,-2541,-5660
"grillo, emiliano",-0.05,-119,-205,-358,-649,-1237,-2549,-5502
"roy, kevin",-0.05,445,253,147,-115,-195,-337,-602
"pavon, matthieu",-0.05,449,256,148,-115,-196,-339,-614
"vilips, karl",-0.05,450,255,149,-114,-195,-340,-615
"dou, zecheng",-0.09,462,260,151,-112,-190,-330,-593
"ford, david",-0.11,465,264,153,-110,-188,-325,-592
"suber, jackson",-0.13,473,268,156,-109,-185,-325,-583
"kanaya, takumi",-0.14,-113,-194,-336,-609,-1171,-2378,-5228
"moore, taylor",-0.14,472,267,155,-109,-185,-321,-576
"hubbard, mark",-0.15,483,272,157,-108,-185,-323,-576
"snedeker, brandt",-0.17,477,272,158,-107,-182,-314,-560
"hisatsune, ryo",-0.17,491,276,160,-107,-182,-316,-561
"fishburn, patrick",-0.18,483,273,159,-107,-182,-316,-564
"whaley, vince",-0.2,492,278,162,-104,-178,-309,-550
"phillips, chandler",-0.2,-111,-189,-330,-592,-1122,-2239,-4745
"kuchar, matt",-0.2,498,280,163,-105,-178,-306,-550
"horschel, billy",-0.25,503,283,165,-103,-176,-303,-542
"yellamaraju, sudarshan",-0.26,-107,-182,-317,-563,-1041,-2104,-4617
"clanton, luke",-0.28,-105,-180,-311,-555,-1039,-2102,-4593
"fisk, steven",-0.28,-105,-179,-308,-552,-1039,-2060,-4452
"griffin, lanto",-0.28,-107,-182,-316,-566,-1056,-2102,-4621
"rosenmueller, thomas",-0.3,522,292,169,-100,-171,-295,-526
"saddier, adrien",-0.35,-103,-176,-305,-539,-1007,-1994,-4315
"bauchou, zach",-0.35,530,298,174,103,-166,-286,-504
"lipsky, david",-0.35,-103,-174,-302,-539,-1011,-2006,-4439
"putnam, andrew",-0.38,-101,-172,-299,-533,-998,-1956,-4188
"lebioda, hank",-0.39,-100,-170,-294,-528,-979,-1937,-4208
"hastings, justin",-0.43,101,-169,-293,-521,-967,-1932,-4168
"ramey, chad",-0.43,101,-167,-289,-507,-950,-1921,-4150
"salinda, isaiah",-0.48,580,325,188,109,-155,-269,-477
